cluster,labels,include,conceptId,category,prefLabel,note
http://vocab.getty.edu/aat/300233399.,Die cutting.,y,die-cutting,,,
http://vocab.getty.edu/aat/300233405.,Impressing.,n,,,,
http://vocab.getty.edu/aat/300234006.,Beads (pierced objects),y,beads,material,Beads,
http://vocab.getty.edu/aat/300239307.,Ties (fasteners),n,,,,
http://vocab.getty.edu/aat/300247399.,Life preservers.,y,found-object-manmade,,,
http://vocab.getty.edu/aat/300247923.,Folding (process),y,folded,,,
http://vocab.getty.edu/aat/300249275.,Ecological art.,n,,,,
http://vocab.getty.edu/aat/300251499.,Concrete poems.,y,poetry,,,
http://vocab.getty.edu/aat/300252980.,Fanzines.,y,zine,,,
http://vocab.getty.edu/aat/300253051.,Cords (binding components),y,cord,,,
http://vocab.getty.edu/aat/300253104.,Interleaving.,y,interleaving,structure-format,Interleaving,
http://vocab.getty.edu/aat/300255863.,Acetate film.,y,plastic,,,
http://vocab.getty.edu/aat/300257224.,Board books.,y,board-book,genre-form,Board book,
http://vocab.getty.edu/aat/300257370.,Double leaves.,y,double-leaf,structure-format,Double leaf,
http://vocab.getty.edu/aat/300262844.,Stamps (marks),n,,,,
http://vocab.getty.edu/aat/300263587.,Coptic bindings.,y,coptic-binding,,,
http://vocab.getty.edu/aat/300263749.,Cloth books (books),y,cloth,,,
http://vocab.getty.edu/aat/300264038.,Crochet (needlework),y,crochet,process-technique,Crochet,
http://vocab.getty.edu/aat/300264218.,Pamphlet bindings.,y,pamphlet-binding,structure-format,Pamphlet binding,
http://vocab.getty.edu/aat/300264640.,Vinylcuts.,y,relief-printing,,,
http://vocab.getty.edu/aat/300265621.,Inkjet prints.,y,inkjet-printing,process-technique,Inkjet printing,
http://vocab.getty.edu/aat/300310088.,Broadsheet (format),y,broadsheet,structure-format,Broadsheet,
http://vocab.getty.edu/aat/300375519.,Kozo (paper),y,papermaking-fiber-paper-mulberry,,,
http://vocab.getty.edu/aat/300379073.,Foil stamping.,y,hot-stamping,process-technique,Hot stamping,
http://vocab.getty.edu/aat/300417532.,Accordion folding.,y,accordion-binding,,,
http://vocab.getty.edu/aat/300417761.,Cloth bindings (bookbindings),y,cloth,,,
http://vocab.getty.edu/aat/300422132.,Book slipcases.,y,slipcase,,,
http://vocab.getty.edu/aat/300429554.,Newspaper clippings.,y,found-object-manmade,,,
http://vocab.getty.edu/aat/300435283.,Stencil prints.,y,stenciling,process-technique,Stenciling,
https://en.homosaurus.org/v4/homoit0000506.,Gay men.,n,,,,
https://homosaurus.org/v4/homoit0000375.,Drag queens.,n,,,,
https://homosaurus.org/v4/homoit0000387.,Ecofeminism.,n,,,,
https://homosaurus.org/v4/homoit0000442.,Kinks and fetishes.,n,,,,
https://homosaurus.org/v4/homoit0000470.,Gay artists.,n,,,,
https://homosaurus.org/v4/homoit0000571.,Gender identity.,n,,,,
https://homosaurus.org/v4/homoit0000652.,Human rights.,n,,,,
https://homosaurus.org/v4/homoit0000691.,Kissing.,n,,,,
https://homosaurus.org/v4/homoit0001052.,Nude art.,n,,,,
https://homosaurus.org/v4/homoit0001261.,Secrecy.,n,,,,
https://homosaurus.org/v4/homoit0001278.,Sexism.,n,,,,
https://homosaurus.org/v4/homoit0001293.,Sexual harassment.,n,,,,
https://homosaurus.org/v4/homoit0001299.,Sexual practices.,n,,,,
https://homosaurus.org/v4/homoit0001488.,Vagina.,n,,,,
https://homosaurus.org/v4/homoit0002398.,Black Lives Matter movement.,n,,,,
lcgft|address-books,Address books.,n,,,,
lcgft|architectural-photography,Architectural photography.,y,photography,,,
lcgft|art-calendars,Art calendars.,y,calendar,genre-form,Calendar,
lcgft|artists-book,Artists' book.,n,,,,
lcgft|artists-writings,Artists' writings.,n,,,,
lcgft|creative,Creative,n,,,,
lcgft|imaginary-biography,Imaginary biography.,n,,,,
lcgft|literature-experimental,"Literature, Experimental.",n,,,,
lcgft|poetry,Poetry.,y,poetry,,,
lcgft|telegraphs,Telegraphs.,n,,,,
lcgft|toys-and-movable-books,Toys and movable books.,n,,,,
lcgft|triptychs,Triptychs.,y,triptychs,structure-format,Triptychs,
lctgm|snapshots,Snapshots.,n,,,,
local|altered-books,Altered books,y,altered-book,structure-format,Altered book,
local|conceptual-bookworks,Conceptual bookworks.,n,,,,
local|corrugated-paperboard-bindings,Corrugated paperboard bindings.,y,cardboard,material,Cardboard,
local|offset-printing,Offset printing,y,offset-lithography,process-technique,Offset lithography,
local|stab-binding,Stab binding.,y,stab-binding,binding-format,Stab binding,
none|artists-books,Artists' books.,n,,,,
none|conceptual-art,Conceptual art.,n,,,,
rbgenr|artists-books,Artists' books,n,,,,
rbgen|artists-books,Artists' books,n,,,,
rbmscv|artists-bookszunited-states,Artists' bookszUnited States.,n,,,,
rbmscv|bookmarks,Bookmarks,y,bookmark,structure-format,Bookmark,
rbmscv|chapbooks,Chapbooks,y,chapbook,,,
rbmscv|comic-books,Comic books,y,comics,,,
rbmscv|paper-cutouts-paper,Paper cutouts (Paper),y,cutout,,,
rbmscv|photobooks,Photobooks,y,photobook,,,
rbmscv|pop-up-books,Pop-up books,y,pop-up-element,,,
rbmscv|unbound-sheets,Unbound sheets,y,unbound-sheets,structure-format,Unbound sheets,
rbmscv|unique-books,Unique books,y,one-of-a-kind,structure-format,One-of-a-kind,
rbpap|paper-evidence-paper,Paper evidence (Paper),y,paper,,,
(CStmoGRI)aat300123016,artists' books (books),n,,,,
(CStmoGRI)aat300178842,bookworks.,n,,,,
(CStmoGRI)aatgf300014502,vinyl.,y,vinyl,material,Vinyl,
(CStmoGRI)aatgf300055931,poetry. | Poetry.,y,poetry,,,
(CStmoGRI)aatgf300121295,limited editions.,n,,,,
(CStmoGRI)aatgf300123016,artists' books (books),n,,,,
(CStmoGRI)aatgf300178688,screen prints.,y,screen-printing,,,
(CStmoGRI)aatgf300194509,bags (generic containers),y,bag,,,
(CStmoGRI)aatgf300200341,slipcases.,y,slipcase,,,
(CStmoGRI)aatgf300201735,limp bindings.,y,limp-binding,structure-format,,
(CStmoGRI)aatgf300202607,short stories.,y,short-stories,,,
(CStmoGRI)aatgf300264218,pamphlet bindings.,y,pamphlet-binding,,,
(CStmoGRI)aatgf300375674,staple bindings.,y,staple-bindings,,,
(CaQQLa)RVMGF-000000187,Livres d'artistes.,n,,,,
(CaQQLa)RVMGF-000000476,Poésie.,y,poetry,,,
(DE-576)208846182,Anthologie,y,anthology,genre-form,Anthology,
(DE-576)208859845,Umfrage,n,,,,
(DE-576)208865578,Bibliografie,n,,,,
(DE-576)208866299,Bilderbuch,n,,,,
(DE-576)208896619,Diagramm,y,chart-diagram,genre-form,Chart or diagram,
(DE-576)208909400,Englisch,n,,,,
(DE-576)208918531,Film,n,,,,
(DE-576)208934499,Gespräch,n,,,,
(DE-576)208971211,Interview,n,,,,
(DE-576)209067160,Fotografie,y,photography,,,
(DE-576)209131136,Terrorismus,n,,,,
(DE-576)209139684,Übersetzung,n,,,,
(DE-576)20917000X,Zeitschrift,n,,,,
(DE-576)209660988,Ausstellungskatalog,y,exhibition-catalog,,,
(DE-576)209665084,Quelle,n,,,,
(DE-576)209726091,Aufsatzsammlung,n,,,,
(DE-576)209741139,Bildband,n,,,,
(DE-576)209804548,Faksimile,y,facsimile,,,
(DE-576)209847085,Pressendruck,n,,,,
(DE-576)21003467X,Toter,n,,,,
(DE-576)210051078,Verzeichnis,n,,,,
(DE-576)210061456,Werkverzeichnis,n,,,,
(DE-576)210335815,Künstlerbuch,n,,,,
(DE-576)276549368,Blu-Ray-Disc,y,blu-ray-disc,structure-format,Blu-Ray-Disc,
(DE-576)433375485,Konferenzschrift,n,,,,
(DE-588)1071861417,Konferenzschrift,n,,,,
(DE-588)4002214-6,Anthologie,y,anthology,,,
(DE-588)4005227-8,Umfrage,n,,,,
(DE-588)4006432-3,Bibliografie,n,,,,
(DE-588)4006604-6,Bilderbuch,n,,,,
(DE-588)4012044-2,Diagramm,y,,,,
(DE-588)4014777-0,Englisch,n,,,,
(DE-588)4017102-4,Film,n,,,,
(DE-588)4020713-4,Gespräch,n,,,,
(DE-588)4027503-6,Interview,n,,,,
(DE-588)4045895-7,Fotografie,y,photography,,,
(DE-588)4059534-1,Terrorismus,n,,,,
(DE-588)4061418-9,Übersetzung,n,,,,
(DE-588)4067488-5,Zeitschrift,n,,,,
(DE-588)4135467-9,Ausstellungskatalog,y,exhibition-catalog,,,
(DE-588)4135952-5,Quelle,n,,,,
(DE-588)4143413-4,Aufsatzsammlung,n,,,,
(DE-588)4145395-5,Bildband,n,,,,
(DE-588)4153591-1,Faksimile,y,facsimile,,,
(DE-588)4159043-0,Pressendruck,n,,,,
(DE-588)4185770-7,Toter,n,,,,
(DE-588)4188171-0,Verzeichnis,n,,,,
(DE-588)4189680-4,Werkverzeichnis,n,,,,
(DE-588)4229053-3,Künstlerbuch,n,,,,
(DE-588)7597887-8,Blu-Ray-Disc,y,blu-ray-disc,,,
(DE-627)104221534,Übersetzung,n,,,,
(DE-627)104339624,Faksimile,y,facsimile,,,
(DE-627)104434880,Fotografie,y,photography,,,
(DE-627)104449705,Toter,n,,,,
(DE-627)104450835,Bildband,n,,,,
(DE-627)104464909,Werkverzeichnis,n,,,,
(DE-627)10454466X,Zeitschrift,n,,,,
(DE-627)104559683,Film,n,,,,
(DE-627)104767812,Interview,n,,,,
(DE-627)104768029,Umfrage,n,,,,
(DE-627)104814519,Bibliografie,n,,,,
(DE-627)10495146X,Künstlerbuch,n,,,,
(DE-627)105266639,Verzeichnis,n,,,,
(DE-627)105488402,Pressendruck,n,,,,
(DE-627)105605727,Aufsatzsammlung,n,,,,
(DE-627)105661236,Quelle,n,,,,
(DE-627)10566491X,Ausstellungskatalog,y,exhibition-catalog,,,
(DE-627)106143212,Terrorismus,n,,,,
(DE-627)106317032,Gespräch,n,,,,
(DE-627)106338749,Englisch,n,,,,
(DE-627)106350188,Diagramm,y,chart-diagram,,,
(DE-627)106376934,Bilderbuch,n,,,,
(DE-627)106394134,Anthologie,y,anthology,,,
(DE-627)556092260,Blu-Ray-Disc,y,blu-ray-disc,,,
(DE-627)826484824,Konferenzschrift,n,,,,
(NL-LeOCL)077600088,21.22 history of drawing.,n,,,,
(OCoLC)fst01411628,History. | History,n,,,,
(OCoLC)fst01411635,"Criticism, interpretation, etc.",n,,,,
(OCoLC)fst01411635.,"Criticism, interpretation, etc.",n,,,,
(OCoLC)fst01411637,Juvenile works.,n,,,,
(OCoLC)fst01411641,Periodicals. | Periodicals,n,,,,
(OCoLC)fst01423687,Aerial views.,n,,,,
(OCoLC)fst01423692,Catalogs,n,,,,
(OCoLC)fst01423702,Art. | Art,n,,,,
(OCoLC)fst01423702.,Art.,n,,,,
(OCoLC)fst01423718,Drawings,y,drawing,process-technique,Drawing,
(OCoLC)fst01423760,Reviews.,n,,,,
(OCoLC)fst01423787,Fiction | Fiction.,y,fiction,,,
(OCoLC)fst01423791,Translations,n,,,,
(OCoLC)fst01423792,Quotations.,y,quotations,,,
(OCoLC)fst01423828,Poetry. | Poetry,y,poetry,,,
(OCoLC)fst01423832,Interviews. | Interviews,n,,,,
(OCoLC)fst01423840,"Parodies, imitations, etc.",n,,,,
(OCoLC)fst01423861,Specimens. | Specimens,n,,,,
(OCoLC)fst01423861.,Specimens.,n,,,,
(OCoLC)fst01423873,Illustrated works.,n,,,,
(OCoLC)fst01423874,Pictorial works. | Pictorial works,n,,,,
(OCoLC)fst01423874.,Pictorial works.,n,,,,
(OCoLC)fst01423877.,Handbooks and manuals.,y,guide-manual,,,
(OCoLC)fst01423879,Drama.,n,,,,
(OCoLC)fst01423883,Discographies.,y,discography,genre-format,Discography,
(OCoLC)fst01424028,Exhibition catalogs | Exhibition catalogs.,y,exhibition-catalog,,,
(OCoLC)fst01424028.,Exhibition catalogs.,y,exhibition-catalog,,,
(OCoLC)fst01424187,"Exhibition, pictorial works",n,,,,
(OCoLC)fst01726453,Academic theses,n,,,,
(OCoLC)fst01726603,Experimental poetry,y,poetry,,,
(OCoLC)fst01726604,Fables,n,,,,
(OCoLC)fst01726630.,Graphic novels.,y,graphic-novel,,,
(OCoLC)fst01726649,Humorous fiction,y,fiction,,,
(OCoLC)fst01726740,Short stories,y,short-stories,,,
(OCoLC)fst01726766,Toy and movable books.,n,,,,
(OCoLC)fst01726767.,Underground comics.,y,comics,,,
(OCoLC)fst01726771,Visual poetry,y,poetry,,,
(OCoLC)fst01750153,Artists' books | Artists' books.,n,,,,
(OCoLC)fst01750153.,Artists' books.,n,,,,
(OCoLC)fst01752725,Cookbooks,y,cookbook,,,
(OCoLC)fst01919896,Biographies,y,biography,,,
(OCoLC)fst01919950,Photobooks,y,photobook,,,
(OCoLC)fst01919955.,Pop-up books.,y,pop-up-element,,,
(OCoLC)fst01919987.,Zines.,n,zine,,,
(OCoLC)fst01921613.,Comics (Graphic works),y,comics,,,
(OCoLC)fst01922510,Prose poems,n,,,,
(OCoLC)fst01922539,Satirical literature,n,,,,
(OCoLC)fst01985328,Songs and music,y,song,,,
(OCoLC)fst01986255,Screen prints,y,screen-printing,,,
(OCoLC)fst01986487,Autobiographical fiction,n,,,,
(uri) http://id.loc.gov/authorities/genreForms/gf2014026057,Catalogs,n,,,,
(uri) http://id.loc.gov/authorities/genreForms/gf2014026139,Periodicals,n,,,,
(uri) http://id.loc.gov/authorities/genreForms/gf2014026339,Fiction,y,fiction,,,
(uri) http://id.worldcat.org/fast/fst01411641,Periodicals,n,,,,
11F4,Madonna: i.e. Mary with the Christ-child.,n,,,,
11H(JOHN THE BAPTIST),"John the Baptist; possible attributes: book, reed cross, baptismal cup, honeycomb, lamb, staff.",n,,,,
11H(LOUIS OF TOULOUSE),"Louis of Anjou, son of the king of Naples, Franciscan friar, and bishop of Toulouse; possible attributes: fleur-de-lis on his cope, crown and sceptre.",n,,,,
61B2(JEAN DE BERRY),historical person (with NAME),n,,,,
aat|accordion-books,accordion books.,y,accordion-binding,,,
aat|acrylic-sheet,Acrylic sheet.,y,plastic,material,Plastic,
aat|alphabet-books,Alphabet books.,y,alphabet-book,,,
aat|altered-books,Altered books.,y,altered-book,,,
aat|anaglyphs,Anaglyphs.,y,photography,,,
aat|anthologies,anthologies.,y,anthology,,,
aat|appropriation-art,Appropriation art.,n,,,,
aat|aquatints,Aquatints,y,aquatint,,,
aat|aritsts-books,Aritsts' books.,n,,,,
aat|art-photography,art photography | art photography.,y,photography,,,
aat|artificial-fur,Artificial fur.,y,artificial-fur,material,Artificial fur,
aat|artist-s-books,Artist's books.,n,,,,
aat|artist-s-books-books,Artist's books (books),n,,,,
aat|artists-books,Artists' books. | Artists' books | Artists'books.,n,,,,
aat|artists-periodicals,Artists' periodicals,n,,,,
aat|auction-catalogs,auction catalogs.,n,,,,
aat|authors-presentation-copies,Authors' presentation copies. | authors' presentation copies.,n,,,,
aat|autobiographies-literary-genre,Autobiographies (literary genre),y,biography,,,
aat|avant-garde,Avant-garde.,n,,,,
aat|axonometric-projections-images,axonometric projections (images),y,axonometric-projection,genre-form,Anxometric projection,
aat|bamboo,Bamboo,y,bamboo,material,Bamboo,
aat|bas-reliefs-sculpture,Bas-reliefs (sculpture),y,sculpture,process-technique,Sculpture,
aat|bestiaries,bestiaries | bestiaries.,y,bestiary,genre-form,Bestiary,
aat|binding,Binding,n,,,,
aat|biomorphic-abstraction,biomorphic abstraction.,n,,,,
aat|blind-embossing,Blind embossing.,y,blind-embossing,process-technique,Blind embossing,
aat|book-cloth-textile-material,Book cloth (textile material),y,book-cloth,material,Book cloth,
aat|bookworks,Bookworks. | bookworks | bookworks.,n,,,,
aat|boxes-containers,Boxes (containers) | Boxes (containers).,y,box,,,
aat|brass-alloy,Brass (alloy),y,metal,,,
aat|broadsides,Broadsides. | Broadsides,y,braodside,structure-format,Broadside,
aat|cadavres-exquis,Cadavres exquis.,y,exquisite-corpse,structure-format,Exquisite corpse,
aat|canvas-textile-material,Canvas (textile material).,y,canvas,,,
aat|cardboard,Cardboard.,y,cardboard,,,
aat|carousel-books,Carousel books.,y,carousel-book,structure-format,Carousel book,
aat|chevron-twill,Chevron twill.,y,textile,,,
aat|chine-coll-process,Chine collé (process).,y,chine-collé,process-technique,Chine collé,
aat|chine-colle,Chine collé,y,chine-colle,,,
aat|cloth,Cloth.,y,cloth,,,
aat|collaboration,Collaboration.,y,collaborative-work,,,
aat|collage,Collage.,y,collage,,,
aat|collage-technique,Collage (technique),y,collage,,,
aat|collages-visual-works,Collages (visual works),y,collage,,,
aat|collograph-printing,Collograph printing.,y,collograph-printing,process-technique,Collograph printing,
aat|collographs,Collographs.,y,collograph-printing,,,
aat|color-ink-jet-printing,Color ink jet printing,y,inkjet-printing,,,
aat|color-lithographs,Color lithographs,y,lithography,,,
aat|color-photocopies,Color photocopies.,y,photocopy,process-technique,photocopy,
aat|color-prints,Color prints,n,,,,
aat|comics,Comics.,y,comics,,,
aat|comics-documents,Comics (documents),n,,,,
aat|computer-graphics,Computer graphics.,n,,,,
aat|concrete-poems,Concrete poems,y,poetry,,,
aat|concrete-poetry,Concrete poetry | concrete poetry. | Concrete poetry.,y,poetry,,,
aat|coptic-bindings,Coptic bindings.,y,coptic-binding,,,
aat|copy-art,Copy art. | Copy art,n,,,,
aat|cut-paper-work,Cut-paper work.,y,cut-paper-work,,,
aat|cutouts,Cutouts.,y,cutout,,,
aat|debossing,Debossing.,y,debossing,process-technique,Debossing,
aat|digital-prints,Digital prints.,y,digital-printing,process-technique,Digital printing,
aat|dioramas,Dioramas.,y,diorama,structure-format,Dioramas,
aat|dowels,Dowels,y,dowel,,,
aat|drawings-visual-works,Drawings (visual works),y,drawing,,,
aat|e-books,e-books.,y,e-book,genre-form,E-book,
aat|embossing-technique,Embossing (technique),y,embossing,process-technique,Embossing,
aat|embroidery-visual-works,Embroidery (visual works).,y,embroidery,process-technique,Embroidery,
aat|encyclopedias,Encyclopedias.,n,,,,
aat|engravings,Engravings,y,engraving,process-technique,Engraving,
aat|engravings-prints,Engravings (prints),y,engraving,,,
aat|envelopes,Envelopes.,y,envelope,,,
aat|ephemera-general-object-genre,Ephemera (general object genre).,y,ephemera,genre-form,Ephemera,
aat|etching-printing-process,Etching (printing process).,y,etching,,,
aat|etchings,Etchings | Etchings.,y,etching,,,
aat|etchings-prints,Etchings (prints).,y,etching,,,
aat|exhibition-catalogs,Exhibition catalogs | Exhibition catalogs. | exhibition catalogs.,y,exhibition-catalog,genre-form,Exhibition catalogs,
aat|facsimiles-reproductions,Facsimiles (Reproductions),y,facsimile,,,
aat|felt-textile,Felt (textile).,y,felt,material,Felt,
aat|felt-work,Felt work.,y,felt,,,
aat|film-canisters,Film canisters.,y,film-canister,enclosure,Film canister,
aat|flip-books,Flip books. | Flip books,y,flip-book,,,
aat|fluxus,Fluxus.,n,,,,
aat|foil-stamping,Foil stamping.,y,hot-stamping,,,
aat|folded-books,Folded books | Folded books.,y,folded,,,
aat|foldouts,Foldouts.,y,foldout,,,
aat|forms-documents,Forms (documents),n,,,,
aat|games,games.,y,game,,,
aat|gelatin-silver-prints,Gelatin silver prints,y,gelatin-printing,process-technique,Gelatin printing,
aat|glassine,Glassine.,y,glassine,material,Glassine,
aat|gouaches-paintings,Gouaches (paintings),y,gouache,material,Gouache,
aat|graphzines,Graphzines,n,,,,
aat|greeting-cards,Greeting cards.,y,greeting-card,structure-format,Greeting card,
aat|hand-composition,Hand composition.,y,hand-composition,process-technique,Hand composition,
aat|handmade-books,Handmade books,y,handmade,process-technique,Handmade,
aat|handmade-paper,Handmade paper.,y,handmade-paper,,,
aat|handmade-papers,Handmade papers.,y,handmade-paper,,,
aat|handmade-papers-fiber-product,Handmade papers (fiber product),y,handmade-paper,,,
aat|handwriting,Handwriting.,y,handwriting,process-technique,Handwriting,
aat|hardcover-books,Hardcover books.,y,hardcover,structure-format,Hardcover,
aat|hinges-hardware,Hinges (hardware).,y,found-object-manmade,,,
aat|illuminated-manuscripts-manuscripts-document-genre,Illuminated manuscripts (manuscripts (document genre)),n,,,, 
aat|illustrated-books,illustrated books.,n,,,,
aat|ink,Ink.,y,ink,material,Ink,
aat|inkjet-prints,Inkjet prints. | Inkjet prints,y,inkjet-printing,,,
aat|intaglio-prints,Intaglio prints.,y,intaglio-printing,process-technique,Intaglio printing,
aat|japanese-paper-handmade-paper,Japanese paper (handmade paper).,y,japanese-paper-handmade-paper,material,Japanese paper (handmade paper),
aat|labels-identifying-artifacts,Labels (identifying artifacts),n,,,,
aat|laser-beam-cutting,Laser beam cutting.,y,laser-cutting,process-technique,Laser cutting,
aat|leterpress-printing,Leterpress printing,y,letterpress-printing,,,
aat|letterpress-printing,Letterpress printing. | Letterpress printing,y,letterpress-printing,,,
aat|letters-correspondence,Letters (correspondence).,y,letters-correspondence,genre-form,Letters (correspondence),
aat|limited-editions,limited editions. | Limited editions.,n,,,,
aat|limp-bindings,Limp bindings.,y,limp-binding,,,
aat|line-drawings,Line drawings,y,drawing,,,
aat|linocuts,Linocuts | Linocuts.,y,linoleum-block-printing,,,
aat|linocuts-prints,Linocuts (prints),y,linoleum-block-printing,,,
aat|literary-format,Literary format,n,,,,
aat|lithographs,Lithographs | Lithographs.,y,lithography,,,
aat|lithography,Lithography,y,lithography,,,
aat|livres-de-peintres,livres de peintres,n,,,,
aat|mail-art,Mail art | Mail art.,n,,,,
aat|manipulated-photographs,Manipulated photographs,y,photography,,,
aat|materials,Materials,n,,,,
aat|metallic-paper,metallic paper.,y,metallic-paper,material,Metallic paper,
aat|miniature-books,Miniature books. | Miniature books,y,miniature-book,,,
aat|mixed-media,Mixed media.,y,mixed-media,,,
aat|models-representations,Models (representations),n,,,,
aat|monotypes,Monotypes.,y,monotype-planographic-printing,process-technique,Monotype (planographic printing),
aat|monotypes-planographic-prints,Monotypes (Planographic prints).,y,monotype-planographic-printing,,,
aat|movable-books,Movable books | Movable books.,y,moveable-element,,,
aat|moveable-books,Moveable books.,y,moveable-element,,,
aat|multimedia-works,Multimedia works,y,multimedia-work,genre-format,Multimedia work,
aat|multiple,Multiple.,y,multiple,genre-form,multiple,
aat|multiples,multiples. | Multiples. | Multiples,y,multiple,,,
aat|mylar-tm,Mylar (TM),y,mylar,material,Mylar,
aat|novels,novels.,y,novel,,,
aat|numbered-limited-editions,Numbered limited editions,n,,,,
aat|nylon,Nylon.,y,nylon,material,Nylon,
aat|offset-halftones,Offset halftones,y,halftone,process-technique, Halftone (color effect),
aat|offset-lithographs,Offset lithographs | offset lithographs.,y,offset-lithography,,,
aat|offset-lithography,Offset lithography. | Offset lithography,y,offset-lithography,,,
aat|offset-printed-halftones,Offset-printed halftones,y,halftone,,,
aat|offset-printing,Offset printing. | Offset printing,y,offset-lithography,,,
aat|organic-materials,Organic materials.,y, natural-material,,,
aat|original-color,Original color.,n,,,,
aat|palladium-prints,Palladium prints.,y,palladium-process,process-technique,Palladium process,
aat|pamphlet-bindings,Pamphlet bindings.,y,pamphlet-binding,,,
aat|pamphlets,Pamphlets.,y,pamphlet-binding,,,
aat|paper-cutouts,Paper cutouts,y,cutout,structure-format,Cutout,
aat|paper-scupltors,Paper scupltors.,y,sculpture,,,
aat|paperwork,Paperwork.,y,paper,,,
aat|papier-m-ch,Papier mâché.,y,papier-mache,,,
aat|pdf,PDF.,n,,,,auto: unclassified; REVIEW
aat|perfect-binding-process,Perfect binding (process). | Perfect binding (process.,y,perfect-binding,structure-format,Perfect binding,
aat|performance-art-documents,Performance art documents.,n,,,,
aat|periodicals,Periodicals | periodicals.,n,,,,
aat|phonograph-records,phonograph records.,y,phonograph-record,structure-format,Phonograph record,
aat|photocollages-photographic-compositions,Photocollages (photographic compositions).,y,photocollage,process-technique,Photocollage,
aat|photocopies,Photocopies. | photocopies.,y,photocopy,,,
aat|photographic-prints,Photographic prints.,y,photography,,,
aat|photographs,Photographs.,y,photography,,,
aat|photography,Photography.,y,photography,,,
aat|photogravures,Photogravures,y,photogravure,process-technique,Photogravure,
aat|photogravures-prints,Photogravures (prints),y, photogravure,,,
aat|photomontages-visual-works,Photomontages (visual works).,y,photography,,,
aat|photopolymer-plates-printing-plates,Photopolymer plates (printing plates).,y,photopolymer-plate,process-technique,Photopolymer plate,
aat|pigment-prints,Pigment prints | Pigment prints.,y,pigment,material,Pigment,
aat|pins-fasteners,Pins (fasteners).,y,found-object-manmade,,,
aat|plant-material,Plant material.,y,natural-material,,,
aat|plastic-laminate,Plastic laminate,y,plastic,,,
aat|playing-cards,Playing cards.,y,playing-cards,,,
aat|plays,Plays,y,play,genre-form,Play,
aat|pochoir,Pochoir | Pochoir.,y,pochoir,,,
aat|poems,Poems | poems.,y,poetry,,,
aat|poetry,poetry.,y,poetry,,,
aat|postage-stamps,Postage stamps.,y,postage-stamp,structure-format,Postage stamp,
aat|postcards,Postcards. | Postcards,y,postcard,,,
aat|printed-cloth-bindings-gathered-matter-components,Printed cloth bindings (gathered matter components.,y,cloth,,,
aat|printing-production-method,Printing/production method,n,,,,
aat|prints,Prints,n,,,,
aat|prints-visual-works,Prints (visual works),n,,,,
aat|production-format,Production format,n,,,,
aat|publication-format,Publication format,n,,,,
aat|pyrography,Pyrography,y,pyrography,process-technique,Pyrography,
aat|rabbit-hair,Rabbit hair.,y,natural-material-animal,material,Natural material (animal),
aat|rabbit-skin,Rabbit skin.,y,natural-material-animal,,,
aat|rare-books,Rare books.,n,,,,
aat|recycled-materials,Recycled materials.,y,recycled material,material,Recycled material,
aat|relief-prints,Relief prints.,y,relief-printing,,,
aat|reproductive-prints,Reproductive prints,n,,,,
aat|ribbon-material,Ribbon (material).,y,ribbon,,,
aat|rubber-stamp-art,Rubber stamp art,y,stamping-by-hand,process-technique,Stamping (by hand),
aat|rubber-stamp-printing,Rubber stamp printing.,y,stamping-by-hand,,,
aat|saddle-stitching,Saddle stitching.,y,saddle-stitching,process-technique,Saddle stitching,
aat|samples,Samples.,n,,,,
aat|sand,Sand.,y,natural material,,,
aat|satin,Satin.,y,textile,,,
aat|screen-printing,Screen printing,y,screen-printing,,,
aat|screen-prints,Screen prints | Screen prints.,y,screen-printing,,,
aat|screenprints,Screenprints,y,screen-printing,,,
aat|scrolls-information-artifacts,Scrolls (information artifacts),y,scroll,,,
aat|shaped-books,Shaped books | Shaped books.,y,sculptural-bookwork,,,
aat|short-stories,short stories.,y,short-stories,,,
aat|side-stitching,Side stitching.,y,side-stitching,process-technique,Side stitching,
aat|signed-limited-editions,Signed limited editions,n,,,,
aat|slipcases,Slipcases.,y,slipcase,,,
aat|soft-ground-etchings,Soft-ground etchings,y,etchings,,,
aat|sound-recordings,Sound recordings. | sound recordings.,y,sound-recording,structure-format,Sound recording,
aat|stabbing-binding,Stabbing (Binding).,y,stab-binding,,,
aat|stamping-marking,Stamping (marking) | Stamping (marking).,y,stamping,technique,Stamping,
aat|stamps-marks,Stamps (marks),n,,,,
aat|staple-binding,Staple binding.,y,staple-binding,,,
aat|staple-bindings,Staple bindings.,y,staple-binding,,,
aat|stenciling-process,Stenciling (process) | Stenciling (process).,y,stenciling,,,
aat|stencils-visual-works,Stencils (visual works),y,stenciling,,,
aat|stone-worked-rock,Stone (worked rock).,y,natural-material,,,
aat|thread,Thread.,y,thread,material,Thread,
aat|three-dimensional,Three-dimensional.,n,,,,
aat|transparent-paper,Transparent paper. | transparent paper.,y,transparent-paper,material,Transparent paper,
aat|twill,Twill.,y,textile,,,
aat|twine,Twine.,y,twine,,,
aat|typewriting,Typewriting.,y,typwriting,process-technique,Typewriting,
aat|urine,Urine.,y,natural-material-animal,,,
aat|velvet-fabric-weave,Velvet (fabric weave).,y,textile,,,
aat|vinyl,vinyl.,y,vinyl,,,
aat|visual-analysis,Visual analysis,n,,,,
aat|visual-poetry,visual poetry. | Visual poetry,y,poetry,,,
